254.0,305.2
235.0,298.2
218.0,280.2
216.0,278.2
205.0,251.2
209.0,219.2
228.0,186.2
232.0,181.2
284.0,153.2
314.0,151.2
348.0,155.2
381.0,170.2
404.0,192.2
418.0,220.2
422.0,248.2
419.0,272.2
409.0,292.2
391.0,309.2
365.0,325.2
361.0,327.2
285.0,331.2
283.0,331.2
247.0,305.2
221.0,267.2
215.0,224.2
237.0,178.2
283.0,150.2
329.0,145.2
331.0,146.2
373.0,160.2
402.0,182.2
414.0,212.2
414.0,213.2
403.0,259.2
370.0,301.2
294.0,336.2
246.0,337.2
203.0,323.2
176.0,300.2
165.0,270.2
166.0,237.2
181.0,209.2
210.0,188.2
257.0,179.2
309.0,184.2
362.0,200.2
389.0,217.2
393.0,221.2
402.0,263.2
385.0,289.2
354.0,311.2
311.0,328.2
273.0,332.2
249.0,328.2
231.0,311.2
220.0,288.2
215.0,263.2
215.0,234.2
222.0,211.2
236.0,194.2
261.0,186.2
292.0,184.2
331.0,192.2
371.0,212.2
397.0,237.2
407.0,268.2
401.0,297.2
370.0,329.2
323.0,351.2
271.0,358.2
225.0,349.2
196.0,328.2
181.0,301.2
175.0,269.2
177.0,231.2
190.0,194.2
213.0,165.2
250.0,149.2
295.0,146.2
347.0,155.2
382.0,176.2
403.0,203.2
406.0,238.2
387.0,275.2
347.0,307.2
297.0,328.2
241.0,337.2
197.0,334.2
171.0,321.2
159.0,296.2
162.0,262.2
175.0,226.2
200.0,194.2
229.0,176.2
263.0,167.2
297.0,168.2
329.0,179.2
358.0,200.2
375.0,225.2
379.0,254.2
371.0,282.2
352.0,307.2
325.0,327.2
294.0,337.2
262.0,339.2
233.0,330.2
211.0,311.2
196.0,282.2
188.0,245.2
188.0,216.2
198.0,193.2
218.0,176.2
251.0,163.2
285.0,161.2
325.0,167.2
364.0,181.2
396.0,200.2
417.0,224.2
421.0,249.2
410.0,279.2
386.0,309.2
356.0,333.2
329.0,346.2
305.0,349.2
283.0,347.2
263.0,339.2
244.0,323.2
229.0,296.2
224.0,261.2
229.0,219.2
245.0,184.2
265.0,168.2
293.0,162.2
320.0,169.2
341.0,185.2
354.0,208.2
357.0,229.2
354.0,251.2
345.0,274.2
332.0,295.2
316.0,311.2
299.0,320.2
282.0,324.2
264.0,322.2
250.0,313.2
236.0,296.2
225.0,271.2
220.0,253.2
219.0,242.2
222.0,235.2
228.0,231.2
