source_osm,target_osm,street_name,capacity,u_lat,u_lon,v_lat,v_lon
42428094,42429023,Broadway,1800,40.849541,-73.936397,40.8489521,-73.9370618
42428094,42428090,West 180th Street,200,40.849541,-73.936397,40.8491457,-73.9354726
42428103,42444097,Pinehurst Avenue,200,40.8501945,-73.9396343,40.851179,-73.9392359
42428103,42427185,West 180th Street,200,40.8501945,-73.9396343,40.8499993,-73.9386521
42428107,42428103,West 180th Street,200,40.8503859,-73.9405973,40.8501945,-73.9396343
42428114,60926616,West 177th Street,200,40.8482164,-73.94141,40.8483251,-73.9420607
42428114,60925991,Cabrini Boulevard,200,40.8482164,-73.94141,40.8490251,-73.9411309
42428124,9166213997,West 181st Street,1000,40.8513413,-73.940223,40.8513723,-73.9412123
42428124,42444097,West 181st Street,1000,40.8513413,-73.940223,40.851179,-73.9392359
42428124,42428107,Cabrini Boulevard,200,40.8513413,-73.940223,40.8503859,-73.9405973
42428124,42428130,Cabrini Boulevard,200,40.8513413,-73.940223,40.854677,-73.938652
42428130,595729852,Cabrini Boulevard,200,40.854677,-73.938652,40.8554719,-73.9380214
42428134,42428144,Cabrini Boulevard,200,40.8556073,-73.937921,40.8573519,-73.936584
42428134,42428130,"['Chittenden Avenue', 'West 186th Street', 'West 187th Street']",200,40.8556073,-73.937921,40.854677,-73.938652
42428144,9338511504,Cabrini Boulevard,200,40.8573519,-73.936584,40.859313,-73.9342479
42428144,42427216,West 190th Street,200,40.8573519,-73.936584,40.857109,-73.935602
42428174,4597668026,East 18th Street,200,40.7378047,-73.9901393,40.737173,-73.9886277
42428174,42428179,Broadway,200,40.7378047,-73.9901393,40.7384929,-73.9899534
42428179,42454378,East 19th Street,200,40.7384929,-73.9899534,40.7390984,-73.9913883
42428183,42428179,Broadway,200,40.7391688,-73.9897506,40.7384929,-73.9899534
42428183,4597668028,East 20th Street,200,40.7391688,-73.9897506,40.7383383,-73.9877778
42428192,42443671,East 21st Street,200,40.7398722,-73.9895636,40.7402774,-73.9905253
42428192,42428183,Broadway,200,40.7398722,-73.9895636,40.7391688,-73.9897506
42428198,42428192,Broadway,200,40.7406193,-73.9894421,40.7398722,-73.9895636
42428198,4597668040,East 22nd Street,200,40.7406193,-73.9894421,40.7395443,-73.9869001
42428201,42437881,East 23rd Street,1000,40.7413643,-73.9891378,40.7415506,-73.9895966
42428201,42445867,East 23rd Street,1000,40.7413643,-73.9891378,40.7408817,-73.987985
42428201,42428198,Broadway,200,40.7413643,-73.9891378,40.7406193,-73.9894421
42428206,42437881,5th Avenue,1000,40.7422186,-73.9891071,40.7415506,-73.9895966
42428212,42430274,West 25th Street,200,40.7430428,-73.9891631,40.744186,-73.991871
42428220,42430279,West 27th Street,200,40.7445363,-73.9888917,40.745421,-73.990968
42428223,42438544,West 28th Street,200,40.7452886,-73.9887531,40.7446783,-73.9873007
42428223,42428220,Broadway,200,40.7452886,-73.9887531,40.7445363,-73.9888917
42428227,42437686,West 30th Street,600,40.7467961,-73.9884727,40.7459215,-73.9863915
42428227,42427787,Broadway,200,40.7467961,-73.9884727,40.7460483,-73.9886101
42428232,42430292,West 31st Street,600,40.7475458,-73.9883326,40.7478958,-73.9891568
42428232,42428227,Broadway,200,40.7475458,-73.9883326,40.7467961,-73.9884727
42428258,42430311,West 36th Street,1000,40.7514446,-73.9876865,40.7510824,-73.986828
42428264,42439960,West 37th Street,1000,40.7521903,-73.9875372,40.752895,-73.989243
42428264,42428258,Broadway,200,40.7521903,-73.9875372,40.7514446,-73.9876865
42428268,42430317,West 38th Street,200,40.7528867,-73.9873437,40.752317,-73.985947
42428268,42428264,Broadway,200,40.7528867,-73.9873437,40.7521903,-73.9875372
42428272,42428268,Broadway,200,40.7536222,-73.9870696,40.7528867,-73.9873437
42428272,42439964,West 39th Street,200,40.7536222,-73.9870696,40.7541474,-73.988323
42428277,42430324,West 40th Street,200,40.7543353,-73.9868976,40.7535585,-73.9850397
42428283,42439972,West 41st Street,200,40.7550539,-73.9866712,40.755373,-73.987447
42428283,42428277,Broadway,200,40.7550539,-73.9866712,40.7543353,-73.9868976
42428287,42428283,Broadway,200,40.7558193,-73.9864249,40.7550539,-73.9866712
42428287,42437363,West 42nd Street,1800,40.7558193,-73.9864249,40.7560361,-73.9869489
42428287,42430333,West 42nd Street,1800,40.7558193,-73.9864249,40.754842,-73.984118
42428297,42439984,7th Avenue,1000,40.7579634,-73.9855335,40.7573424,-73.9860116
42428297,42432700,West 45th Street,1000,40.7579634,-73.9855335,40.7591595,-73.9883858
42428303,42435677,West 47th Street,200,40.759438,-73.9851371,40.7604088,-73.9874753
42428305,42439996,West 48th Street,200,40.7601126,-73.9848196,40.759841,-73.984174
42428305,42428303,Broadway,200,40.7601126,-73.9848196,40.759438,-73.9851371
42428305,12989986307,Unnamed Street,200,40.7601126,-73.9848196,40.7600195,-73.9847887
42428307,42432589,West 49th Street,1000,40.760804,-73.9845206,40.7616677,-73.9865661
42428307,42428305,Broadway,200,40.760804,-73.9845206,40.7601126,-73.9848196
42428308,42440001,West 50th Street,1000,40.7614503,-73.9840983,40.7610948,-73.9832504
42428308,42428307,Broadway,600,40.7614503,-73.9840983,40.760804,-73.9845206
42428310,42435687,West 51st Street,200,40.7620858,-73.9836782,40.7629156,-73.9856481
42428310,42428308,Broadway,600,40.7620858,-73.9836782,40.7614503,-73.9840983
42428312,12991873791,West 52nd Street,200,40.7627381,-73.9832608,40.7626902,-73.9831608
42428312,42428310,Broadway,600,40.7627381,-73.9832608,40.7620858,-73.9836782
42428313,42435705,West 53rd Street,1000,40.763382,-73.9829033,40.7641596,-73.9847413
42428313,10594155706,Broadway,600,40.763382,-73.9829033,40.7631283,-73.9830424
42428315,42440015,West 54th Street,1000,40.764058,-73.9825176,40.7635954,-73.9814328
42428315,42428313,Broadway,600,40.764058,-73.9825176,40.763382,-73.9829033
42428321,42435710,West 55th Street,200,40.7647849,-73.9822551,40.7654396,-73.9838209
42428321,42428315,Broadway,600,40.7647849,-73.9822551,40.764058,-73.9825176
42428328,4544455460,West 56th Street,200,40.7654683,-73.9820384,40.7654356,-73.9819507
42428328,42428321,Broadway,600,40.7654683,-73.9820384,40.7647849,-73.9822551
42428329,42440022,West 57th Street,1800,40.7663005,-73.9818935,40.765521,-73.980036
42428329,13233711092,Broadway,600,40.7663005,-73.9818935,40.765684,-73.9820004
42428329,42435714,West 57th Street,1800,40.7663005,-73.9818935,40.7667157,-73.9828727
42428332,42428329,Broadway,1800,40.7671354,-73.9817493,40.7663005,-73.9818935
42428332,42440025,West 58th Street,200,40.7671354,-73.9817493,40.7662134,-73.9795321
42428365,42436202,Morris Street,200,40.705888,-74.0132806,40.7062776,-74.0142958
42428365,10316226053,Broadway,1000,40.705888,-74.0132806,40.7058049,-74.0133569
42428368,42428365,Broadway,1000,40.7074736,-74.0119639,40.705888,-74.0132806
42428371,42428368,Broadway,1000,40.7083242,-74.0112699,40.7074736,-74.0119639
42428373,42456888,Thames Street,200,40.7085915,-74.0110462,40.7090349,-74.0121098
42428373,42428371,Broadway,1000,40.7085915,-74.0110462,40.7083242,-74.0112699
42428374,42434412,Cedar Street,200,40.7088206,-74.0108604,40.7093107,-74.011935
42428374,42428373,Broadway,1000,40.7088206,-74.0108604,40.7085915,-74.0110462
42428376,42438155,Cortlandt Street,200,40.7098263,-74.0100172,40.7103692,-74.0112079
42428376,42422042,Broadway,1000,40.7098263,-74.0100172,40.7091731,-74.0105706
42428377,42440335,John Street,200,40.7103389,-74.0095729,40.7095371,-74.0084241
42428377,42428376,Broadway,1000,40.7103389,-74.0095729,40.7098263,-74.0100172
42428379,42453934,Dey Street,200,40.7104309,-74.0094861,40.7110135,-74.0107773
42428379,42428377,Broadway,1000,40.7104309,-74.0094861,40.7103389,-74.0095729
42428385,42428379,Broadway,1000,40.710913,-74.0090985,40.7104309,-74.0094861
42428385,8840333846,Fulton Street,200,40.710913,-74.0090985,40.7115277,-74.0104404
42428391,1538237434,Ann Street,200,40.7113948,-74.0086548,40.710588,-74.0073814
42428391,42428385,Broadway,1000,40.7113948,-74.0086548,40.710913,-74.0090985
42428391,8262936586,Park Row,1000,40.7113948,-74.0086548,40.7113856,-74.0082065
42428402,42445356,Reade Street,200,40.7146811,-74.0058866,40.7154325,-74.007533
42428402,272195271,Broadway,1000,40.7146811,-74.0058866,40.7141733,-74.0063041
42428405,42428402,Broadway,1000,40.715236,-74.00542,40.7146811,-74.0058866
42428405,42430540,Duane Street,200,40.715236,-74.00542,40.7145774,-74.004013
42428408,42429829,Thomas Street,200,40.7157586,-74.0049777,40.7163185,-74.0061911
42428408,42428405,Broadway,1000,40.7157586,-74.0049777,40.715236,-74.00542
42428411,42428408,Broadway,1000,40.7162939,-74.0045248,40.7157586,-74.0049777
42428411,42445466,Worth Street,200,40.7162939,-74.0045248,40.7155918,-74.0030354
42428411,42452817,Worth Street,200,40.7162939,-74.0045248,40.7170784,-74.0062368
42428420,42445479,Franklin Street,200,40.717449,-74.003533,40.7167378,-74.0020928
42428420,5706569905,Broadway,1000,40.717449,-74.003533,40.716871,-74.004026
42428425,42453777,White Street,200,40.7180338,-74.003043,40.7188572,-74.0048363
42428425,42428420,Broadway,1000,40.7180338,-74.003043,40.717449,-74.003533
42428428,42428425,Broadway,1000,40.7186389,-74.0025285,40.7180338,-74.003043
42428428,42445484,Walker Street,600,40.7186389,-74.0025285,40.717948,-74.001008
42428431,42428428,Broadway,1000,40.719153,-74.002091,40.7186389,-74.0025285
42428433,42440820,Canal Street,3500,40.7194015,-74.0018814,40.7199234,-74.002596
42428433,5706569898,Canal Street,3500,40.7194015,-74.0018814,40.7184492,-74.0005519
42428433,42428431,Broadway,1000,40.7194015,-74.0018814,40.719153,-74.002091
42428434,42428433,Broadway,1000,40.7199362,-74.0014266,40.7194015,-74.0018814
42428434,42439583,Howard Street,200,40.7199362,-74.0014266,40.720341,-74.002221
42428436,42428434,Broadway,1000,40.7208456,-74.0006622,40.7199362,-74.0014266
42428436,42452048,Grand Street,1000,40.7208456,-74.0006622,40.7204371,-73.9998645
42428438,42432156,Broome Street,1800,40.7217942,-73.9998623,40.7221954,-74.0006646
42428438,42428436,Broadway,1000,40.7217942,-73.9998623,40.7208456,-74.0006622
42428441,42428438,Broadway,1000,40.723021,-73.998812,40.7217942,-73.9998623
42428441,42442255,Spring Street,200,40.723021,-73.998812,40.7226691,-73.9979746
42428444,42428441,Broadway,1000,40.724235,-73.997785,40.723021,-73.998812
42428444,42449576,Prince Street,200,40.724235,-73.997785,40.724632,-73.998585
42428447,1919595915,Broadway,1000,40.7255012,-73.9967146,40.7253844,-73.9968134
42428447,42448552,West Houston Street,1800,40.7255012,-73.9967146,40.7258712,-73.9975736
42428454,42445520,Bond Street,200,40.727212,-73.99527,40.7266425,-73.9941184
42428454,1692433919,Broadway,1800,40.727212,-73.99527,40.7265283,-73.9958473
42428458,42440545,West 3rd Street,200,40.7278276,-73.9947496,40.7282036,-73.995585
42428458,42428454,Broadway,1800,40.7278276,-73.9947496,40.727212,-73.99527
42428460,42445534,East 4th Street,200,40.728413,-73.994252,40.7278531,-73.9931425
42428460,42428458,Broadway,1800,40.728413,-73.994252,40.7278276,-73.9947496
42428464,42449582,Washington Place,200,40.729009,-73.993747,40.729406,-73.994547
42428464,42428460,Broadway,1800,40.729009,-73.993747,40.728413,-73.994252
42428468,42428464,Broadway,1800,40.729581,-73.993262,40.729009,-73.993747
42428471,42439236,Astor Place,200,40.73008,-73.992841,40.7298564,-73.9913946
42428471,42428468,Broadway,1800,40.73008,-73.992841,40.729581,-73.993262
42428473,42445543,East 8th Street,200,40.7306005,-73.9924142,40.7300458,-73.9911109
42428473,42428471,Broadway,1800,40.7306005,-73.9924142,40.73008,-73.992841
42428476,42449045,East 9th Street,200,40.7311834,-73.9919247,40.7321835,-73.9943085
42428476,42428473,Broadway,1800,40.7311834,-73.9919247,40.7306005,-73.9924142
42428480,42430872,East 10th Street,200,40.7317437,-73.9914641,40.7312878,-73.990388
42428480,42428476,Broadway,1800,40.7317437,-73.9914641,40.7311834,-73.9919247
42428483,42455026,East 11th Street,200,40.732449,-73.991289,40.733304,-73.993322
42428483,42428480,Broadway,1800,40.732449,-73.991289,40.7317437,-73.9914641
42428489,42446528,East 12th Street,200,40.733214,-73.991114,40.7327562,-73.990029
42428489,42428483,Broadway,1800,40.733214,-73.991114,40.732449,-73.991289
42428491,42428489,Broadway,1800,40.7339814,-73.990953,40.733214,-73.991114
42428491,42436935,East 13th Street,200,40.7339814,-73.990953,40.7345291,-73.9922554
42428493,42440721,East 14th Street,200,40.7347875,-73.9907407,40.7344282,-73.9898898
42428493,42428491,Broadway,1800,40.7347875,-73.9907407,40.7339814,-73.990953
42428493,42438784,East 14th Street,200,40.7347875,-73.9907407,40.7352039,-73.9917243
42428524,42431877,Stone Street,200,40.7040707,-74.0132054,40.7040261,-74.0115861
42428524,42444480,Whitehall Street,200,40.7040707,-74.0132054,40.7035982,-74.0131307
42428529,42428524,Broadway,200,40.7050087,-74.0133273,40.7040707,-74.0132054
42428570,1241742627,West 60th Street,600,40.7689504,-73.9822001,40.7698546,-73.9843169
42428570,1825841655,Broadway,1800,40.7689504,-73.9822001,40.7683054,-73.9822632
42428575,1241742563,West 62nd Street,1000,40.7706115,-73.9822476,40.7710965,-73.9834109
42428575,42421972,Broadway,1800,40.7706115,-73.9822476,40.7697925,-73.982236
42428579,42428575,Broadway,1800,40.7714348,-73.9822603,40.7706115,-73.9822476
42428579,42443313,West 63rd Street,200,40.7714348,-73.9822603,40.7717305,-73.9829512
42428588,42443313,Columbus Avenue,1800,40.7726558,-73.9822863,40.7717305,-73.9829512
42428588,42428579,Broadway,1800,40.7726558,-73.9822863,40.7714348,-73.9822603
42428595,9915469771,Broadway,1800,40.7739227,-73.9823188,40.7730852,-73.9823112
42428595,42439464,West 66th Street,1000,40.7739227,-73.9823188,40.7748013,-73.9843888
42428598,42429999,West 67th Street,200,40.7747214,-73.9822972,40.7754121,-73.9839423
42428598,42428595,Broadway,1800,40.7747214,-73.9822972,40.7739227,-73.9823188
42428601,1061531787,West 68th Street,200,40.7755283,-73.9822622,40.7754477,-73.982069
42428601,42428598,Broadway,1800,40.7755283,-73.9822622,40.7747214,-73.9822972
42428604,42428601,Broadway,1800,40.7763295,-73.9822243,40.7755283,-73.9822622
42428604,1733614298,West 69th Street,200,40.7763295,-73.9822243,40.7766527,-73.9830397
42428610,1061531597,West 70th Street,200,40.7771434,-73.9822172,40.7770521,-73.9820009
42428610,42428604,Broadway,1800,40.7771434,-73.9822172,40.7763295,-73.9822243
42428634,42431004,West 72nd Street,1000,40.7787867,-73.9820522,40.7798127,-73.9844806
42428634,1061531448,Broadway,1800,40.7787867,-73.9820522,40.7779528,-73.9821878
42428634,6207264908,West 72nd Street,1000,40.7787867,-73.9820522,40.778601,-73.98161
42428637,42431005,West 73rd Street,200,40.7795842,-73.9818317,40.7804948,-73.9839842
42428637,42428634,Broadway,1800,40.7795842,-73.9818317,40.7787867,-73.9820522
42428640,1061531500,West 74th Street,200,40.7803341,-73.9816325,40.7802483,-73.9814211
42428640,42428637,Broadway,1800,40.7803341,-73.9816325,40.7795842,-73.9818317
42428645,1061531566,West 76th Street,200,40.7818019,-73.9811764,40.7817194,-73.9809824
42428645,11655721360,Broadway,1800,40.7818019,-73.9811764,40.7810772,-73.9814187
42428648,42431015,West 77th Street,200,40.7825317,-73.9809157,40.7830455,-73.9821238
42428648,42428645,Broadway,1800,40.7825317,-73.9809157,40.7818019,-73.9811764
42428653,1061531454,West 79th Street,1000,40.783893,-73.9800838,40.783808,-73.9798812
42428653,42431019,West 79th Street,1000,40.783893,-73.9800838,40.7843536,-73.9811697
42428653,42428065,Broadway,1800,40.783893,-73.9800838,40.7832069,-73.9805809
42428657,42431024,West 81st Street,200,40.7852101,-73.9791163,40.7856725,-73.9802092
42428657,42421775,Broadway,1800,40.7852101,-73.9791163,40.7845691,-73.9795827
42428661,11655721350,West 82nd Street,200,40.7858381,-73.9786335,40.7857555,-73.9784379
42428661,42428657,Broadway,1800,40.7858381,-73.9786335,40.7852101,-73.9791163
42428663,42428661,Broadway,1800,40.7864652,-73.9781723,40.7858381,-73.9786335
42428663,42431030,West 83rd Street,200,40.7864652,-73.9781723,40.7869367,-73.979288
42428670,42421809,Broadway,1800,40.7877015,-73.9771707,40.7870876,-73.9776916
42428670,42431034,West 85th Street,200,40.7877015,-73.9771707,40.7882037,-73.9783631
42428674,1061531603,West 86th Street,1000,40.7883617,-73.9766064,40.7882886,-73.9764311
42428674,42431037,West 86th Street,1000,40.7883617,-73.9766064,40.7888916,-73.9778597
42428674,42428670,Broadway,1800,40.7883617,-73.9766064,40.7877015,-73.9771707
42428678,42428674,Broadway,1800,40.7890078,-73.976052,40.7883617,-73.9766064
42428678,42431039,West 87th Street,200,40.7890078,-73.976052,40.7895635,-73.9773679
42428682,1061531810,West 88th Street,200,40.7896363,-73.9755873,40.7895628,-73.9754158
42428682,42428678,Broadway,1800,40.7896363,-73.9755873,40.7890078,-73.976052
42428689,1061531682,West 90th Street,200,40.7908834,-73.9746726,40.7908085,-73.9744941
42428689,42422006,Broadway,1800,40.7908834,-73.9746726,40.7902583,-73.9751294
42428695,42428689,Broadway,1800,40.7915225,-73.9742027,40.7908834,-73.9746726
42428695,42431067,West 91st Street,200,40.7915225,-73.9742027,40.7920832,-73.9755293
42428701,1061531736,West 92nd Street,200,40.7921405,-73.9737451,40.7920649,-73.9735644
42428701,42428695,Broadway,1800,40.7921405,-73.9737451,40.7915225,-73.9742027
42428705,42428701,Broadway,1800,40.7927728,-73.9733006,40.7921405,-73.9737451
42428705,42431089,West 93rd Street,200,40.7927728,-73.9733006,40.7933289,-73.9746223
42428709,1061531847,West 94th Street,200,40.7933995,-73.972839,40.7933157,-73.9726391
42428709,42428705,Broadway,1800,40.7933995,-73.972839,40.7927728,-73.9733006
42428711,42428709,Broadway,1800,40.7940312,-73.972399,40.7933995,-73.972839
42428711,1061531593,West 95th Street,1000,40.7940312,-73.972399,40.793931,-73.9721589
42428714,42431099,West 96th Street,1000,40.7947149,-73.9718975,40.7952567,-73.9732163
42428714,42428711,Broadway,1800,40.7947149,-73.9718975,40.7940312,-73.972399
42428714,1061531807,West 96th Street,1000,40.7947149,-73.9718975,40.7946143,-73.9716646
42428716,42431102,West 97th Street,200,40.7953849,-73.9714074,40.7959381,-73.972717
42428716,42428714,Broadway,1800,40.7953849,-73.9714074,40.7947149,-73.9718975
42428720,1061531727,West 98th Street,200,40.7960068,-73.9709423,40.7959244,-73.9707469
42428720,42428716,Broadway,1800,40.7960068,-73.9709423,40.7953849,-73.9714074
42428723,42431106,West 99th Street,200,40.7966367,-73.9704799,40.7971932,-73.9718028
42428723,42428720,Broadway,1800,40.7966367,-73.9704799,40.7960068,-73.9709423
42428725,1061531596,West 100th Street,200,40.7972636,-73.9700162,40.7971801,-73.9698184
42428725,42428723,Broadway,1800,40.7972636,-73.9700162,40.7966367,-73.9704799
42428728,42431108,West 101st Street,200,40.7978923,-73.9695597,40.7984503,-73.970885
42428728,42428725,Broadway,1800,40.7978923,-73.9695597,40.7972636,-73.9700162
42428737,1061531802,West 102nd Street,200,40.7985155,-73.9691051,40.7984292,-73.9689001
42428737,42428728,Broadway,1800,40.7985155,-73.9691051,40.7978923,-73.9695597
42428742,42428737,Broadway,1800,40.7991535,-73.9686546,40.7985155,-73.9691051
42428742,42431113,West 103rd Street,200,40.7991535,-73.9686546,40.799705,-73.9699722
42428746,1061531496,West 104th Street,200,40.7998235,-73.9683098,40.7997386,-73.9681062
42428746,42428742,Broadway,1800,40.7998235,-73.9683098,40.7991535,-73.9686546
42428760,42431121,West 107th Street,200,40.8022515,-73.9679062,40.8023404,-73.9681138
42428760,42421745,Broadway,1800,40.8022515,-73.9679062,40.8013981,-73.9679955
42428770,595314103,Broadway,1800,40.8036102,-73.9672442,40.8029732,-73.9676801
42428770,42441913,West 109th Street,200,40.8036102,-73.9672442,40.804206,-73.968647
42428782,3579432156,West 110th Street,1000,40.8042152,-73.9667983,40.8041328,-73.9666013
42428782,42441926,West 110th Street,1000,40.8042152,-73.9667983,40.804723,-73.9680127
42428782,42428770,Broadway,1800,40.8042152,-73.9667983,40.8036102,-73.9672442
42428790,7785782284,West 111th Street,200,40.8048633,-73.9663136,40.8054609,-73.9677213
42428790,42428782,Broadway,1800,40.8048633,-73.9663136,40.8042152,-73.9667983
42428799,561035333,West 112th Street,200,40.8054904,-73.9658601,40.8054119,-73.9656735
42428799,42428790,Broadway,1800,40.8054904,-73.9658601,40.8048633,-73.9663136
42428807,42431193,West 113th Street,200,40.8061176,-73.9654027,40.8068579,-73.9671331
42428807,42428799,Broadway,1800,40.8061176,-73.9654027,40.8054904,-73.9658601
42428814,561035335,West 114th Street,200,40.8067507,-73.9649437,40.8066746,-73.9647589
42428814,42428807,Broadway,1800,40.8067507,-73.9649437,40.8061176,-73.9654027
42428833,5004570631,West 115th Street,200,40.8073865,-73.9644893,40.8082218,-73.966476
42428833,42428814,Broadway,1800,40.8073865,-73.9644893,40.8067507,-73.9649437
42428844,1506591536,Broadway,1800,40.8112551,-73.9616769,40.8105801,-73.9621587
42428858,5763775589,Tiemann Place,200,40.8151597,-73.9588371,40.8150353,-73.9586275
42428858,42443181,Tiemann Place,200,40.8151597,-73.9588371,40.8155364,-73.9597119
42428858,42421857,Broadway,1800,40.8151597,-73.9588371,40.8138218,-73.9598
42428863,561035343,West 125th Street,1800,40.8158098,-73.9583906,40.8156143,-73.9582064
42428863,42438066,West 125th Street,1000,40.8158098,-73.9583906,40.8170071,-73.9594934
42428863,42428858,Broadway,1800,40.8158098,-73.9583906,40.8151597,-73.9588371
42428873,2541754747,West 131st Street,200,40.8176025,-73.957044,40.8175078,-73.9568442
42428873,42438228,West 131st Street,200,40.8176025,-73.957044,40.8187841,-73.9598117
42428873,7732654932,Broadway,1800,40.8176025,-73.957044,40.8169831,-73.9574793
42428876,561035346,West 132nd Street,200,40.8182287,-73.9565816,40.8181613,-73.9563618
42428876,42429541,West 132nd Street,200,40.8182287,-73.9565816,40.8193928,-73.9593653
42428876,42428873,Broadway,1800,40.8182287,-73.9565816,40.8176025,-73.957044
42428892,561035349,West 135th Street,600,40.8201617,-73.9551864,40.8200718,-73.9549695
42428892,7732653970,Broadway,1800,40.8201617,-73.9551864,40.8188507,-73.9561236
42428892,7620631148,West 135th Street,600,40.8201617,-73.9551864,40.82116,-73.9574917
42428912,42441949,West 137th Street,200,40.8214361,-73.9542488,40.8222347,-73.9561111
42428912,561035351,Broadway,1800,40.8214361,-73.9542488,40.8208172,-73.9546928
42428913,2383895311,"['West 138th Street', '12th Avenue']",200,40.8220717,-73.9537903,40.8213327,-73.9579208
42428913,42428912,Broadway,1800,40.8220717,-73.9537903,40.8214361,-73.9542488
42428914,42441950,West 139th Street,200,40.8226911,-73.9533268,40.8235401,-73.9553367
42428914,42428913,Broadway,1800,40.8226911,-73.9533268,40.8220717,-73.9537903
42428917,561035356,West 140th Street,200,40.8233117,-73.9528694,40.8232275,-73.952678
42428917,42428914,Broadway,1800,40.8233117,-73.9528694,40.8226911,-73.9533268
42428919,42441951,West 141st Street,200,40.8239367,-73.9524172,40.824739,-73.954347
42428919,42428917,Broadway,1800,40.8239367,-73.9524172,40.8233117,-73.9528694
42428922,561035358,West 142nd Street,200,40.8245675,-73.9519566,40.824486,-73.9517593
42428922,42428919,Broadway,1800,40.8245675,-73.9519566,40.8239367,-73.9524172
42428926,12952282847,West 143rd Street,200,40.8251862,-73.9515057,40.8258092,-73.9529804
42428926,42428922,Broadway,1800,40.8251862,-73.9515057,40.8245675,-73.9519566
42428928,561035360,West 144th Street,200,40.8258004,-73.951049,40.8257202,-73.9508622
42428928,42428926,Broadway,1800,40.8258004,-73.951049,40.8251862,-73.9515057
42428931,12952282858,West 145th Street,1000,40.8264888,-73.950564,40.8270687,-73.9519675
42428931,42428928,Broadway,1800,40.8264888,-73.950564,40.8258004,-73.951049
42428931,561035361,West 145th Street,1000,40.8264888,-73.950564,40.8264034,-73.9503603
42428934,561035362,West 146th Street,200,40.8271527,-73.9500743,40.8270669,-73.9498666
42428934,42428931,Broadway,1800,40.8271527,-73.9500743,40.8264888,-73.950564
42428936,12952282872,West 147th Street,200,40.8277777,-73.9496148,40.8282812,-73.9508221
42428936,42428934,Broadway,1800,40.8277777,-73.9496148,40.8271527,-73.9500743
42428939,561035364,West 148th Street,200,40.8284002,-73.9491568,40.8283196,-73.9489611
42428939,42428936,Broadway,1800,40.8284002,-73.9491568,40.8277777,-73.9496148
42428941,12952282885,West 149th Street,200,40.8290276,-73.9486953,40.8295802,-73.9500237
42428941,42428939,Broadway,1800,40.8290276,-73.9486953,40.8284002,-73.9491568
42428944,561035366,West 150th Street,200,40.8296454,-73.9482407,40.8295673,-73.9480557
42428944,42428941,Broadway,1800,40.8296454,-73.9482407,40.8290276,-73.9486953
42428947,42441774,West 151st Street,200,40.8302605,-73.9477882,40.830962,-73.949462
42428947,42428944,Broadway,1800,40.8302605,-73.9477882,40.8296454,-73.9482407
42428951,561035368,West 152nd Street,200,40.8308954,-73.9473375,40.8308032,-73.9471314
42428951,42428947,Broadway,1800,40.8308954,-73.9473375,40.8302605,-73.9477882
42428953,42441805,West 153rd Street,200,40.8315206,-73.946872,40.8327035,-73.9497813
42428953,42428951,Broadway,1800,40.8315206,-73.946872,40.8308954,-73.9473375
42428956,561035370,West 155th Street,1800,40.8328147,-73.9459388,40.8327323,-73.9457489
42428956,42428953,Broadway,1800,40.8328147,-73.9459388,40.8315206,-73.946872
42428958,561035371,West 156th Street,200,40.8334848,-73.9454338,40.8334033,-73.9452488
42428958,42428956,Broadway,1800,40.8334848,-73.9454338,40.8328147,-73.9459388
42428961,42452130,West 157th Street,1000,40.8341125,-73.9449805,40.8342881,-73.9453866
42428961,595352904,Broadway,1800,40.8341125,-73.9449805,40.8336477,-73.9453237
42428962,561035373,West 158th Street,1000,40.8347297,-73.9445301,40.8346452,-73.9443287
42428962,42428961,Broadway,1800,40.8347297,-73.9445301,40.8341125,-73.9449805
42428962,2504882466,West 158th Street,1000,40.8347297,-73.9445301,40.8350993,-73.9454458
42428964,561035375,West 160th Street,200,40.8359859,-73.9436263,40.8359013,-73.9434196
42428964,42427086,Broadway,1800,40.8359859,-73.9436263,40.8353625,-73.9440835
42428965,42427115,West 161st Street,200,40.8366058,-73.9431703,40.8370771,-73.9442977
42428965,42428964,Broadway,1800,40.8366058,-73.9431703,40.8359859,-73.9436263
42428966,561035377,West 162nd Street,200,40.8372403,-73.9427148,40.8371502,-73.9425038
42428966,42428965,Broadway,1800,40.8372403,-73.9427148,40.8366058,-73.9431703
42428967,42427126,West 163rd Street,200,40.837855,-73.942259,40.8384634,-73.9437512
42428967,42428966,Broadway,1800,40.837855,-73.942259,40.8372403,-73.9427148
42428970,561035379,West 164th Street,200,40.8384885,-73.9418259,40.8384061,-73.9416375
42428970,42428967,Broadway,1800,40.8384885,-73.9418259,40.837855,-73.942259
42428973,42427133,West 165th Street,1000,40.8392425,-73.9412769,40.8401941,-73.9430682
42428973,561035380,West 165th Street,1000,40.8392425,-73.9412769,40.8391601,-73.9410885
42428973,42428970,Broadway,1800,40.8392425,-73.9412769,40.8384885,-73.9418259
42428975,561035381,West 166th Street,200,40.8399295,-73.9407749,40.8398471,-73.9405865
42428975,42428973,Broadway,1800,40.8399295,-73.9407749,40.8392425,-73.9412769
42428978,561035382,West 168th Street,600,40.8411223,-73.9398646,40.8410453,-73.939684
42428978,8344404001,Broadway,1800,40.8411223,-73.9398646,40.8405794,-73.9402787
42428978,42427136,West 168th Street,600,40.8411223,-73.9398646,40.8421541,-73.9422847
